"customer_id","first_name","last_name","dob","job_industry_category_id","wealth_segment_id","deceased_indicator","owns_car","address_id"
905,Dorian,Drinkel,1978-02-11,3,2,N,No,1125
906,Cammy,Marcroft,1998-12-30,8,1,N,Yes,3761
907,Eamon,McWhin,1978-12-25,5,1,N,Yes,3215
908,Carry,Tomlett,1980-08-28,8,2,N,Yes,3266
909,Suzette,Surgison,1960-01-04,4,1,N,Yes,3386
910,Lewes,Foulcher,1986-04-26,8,3,N,No,630
911,Marcellus,Shawcroft,1974-10-13,5,2,N,No,37
912,Vince,Dalmon,1968-07-19,2,3,N,Yes,687
913,Dayle,Spearman,2000-10-28,8,3,N,No,3600
914,Marc,Egleton,1999-06-16,3,2,N,Yes,226
915,Austina,Orrice,1984-09-07,6,3,N,No,2454
916,Joycelin,"",1991-06-18,4,2,N,No,704
917,Odo,MacKaig,1964-05-06,8,3,N,No,2634
918,Mahmud,Chiles,1975-02-26,10,1,N,No,1637
919,Grove,Peltzer,1987-07-17,10,3,N,Yes,1754
920,Stefano,Thornborrow,1976-01-19,10,3,N,Yes,1551
921,Gretchen,Seneschal,1979-12-19,3,3,N,No,532
922,Bekki,Ralston,1972-10-10,8,3,N,No,1168
923,Garrek,Grimwade,1977-06-26,8,1,N,No,1020
924,Clementius,Hambric,1976-11-08,4,2,N,No,637
925,Nicko,Pembridge,1978-08-07,3,2,N,No,1717
926,Terrel,Matthisson,1965-10-14,9,2,N,No,2834
927,Jarret,"",1966-02-19,8,3,N,Yes,3837
928,Porty,Clemmitt,1973-05-14,4,1,N,Yes,318
929,Kippy,Conerding,1965-09-04,8,3,N,Yes,329
930,Evelina,Dinan,1971-11-10,2,3,N,Yes,426
931,Katrina,Sappson,1999-08-07,3,2,N,Yes,223
932,Yoko,Dowrey,1989-07-20,4,3,N,No,22
933,Melany,L'oiseau,1996-05-19,2,3,N,Yes,3024
934,Marcellus,Louisot,1996-01-22,3,3,N,No,3804
935,Aldin,Cracker,1994-09-12,4,3,N,Yes,2723
936,Raffaello,Godleman,1988-05-16,10,1,N,No,2584
937,Nikolos,McKyrrelly,1985-11-15,3,2,N,No,12
938,Corabelle,"",1996-04-06,2,3,N,No,1893
939,Cristian,Theodoris,1961-01-10,3,3,N,No,3997
940,Marnia,Claesens,1987-06-16,3,3,N,No,1001
941,Tye,Doohan,1995-02-02,8,2,N,Yes,2403
942,Shirley,Brook,1974-02-07,8,3,N,Yes,155
943,Holly,Gamett,1979-09-17,5,2,N,Yes,3031
944,Anderea,Dallewater,1976-01-12,3,3,N,No,2626
945,Hebert,Bernocchi,1998-08-26,4,1,N,Yes,3982
946,Bettina,Farrer,1961-07-17,3,1,N,No,2196
947,Hyacinth,Naldrett,1986-03-10,10,3,N,No,3542
948,Yardley,Argo,1969-08-09,4,2,N,No,2741
949,Jarid,Grebner,1975-09-07,10,3,N,Yes,2894
950,Bret,Ivakhnov,,7,1,N,Yes,135
951,Meryl,Dumbar,1999-09-29,6,3,N,No,1244
952,Marina,Andresen,1971-06-13,8,2,N,Yes,1454
953,Jasmin,Brodeur,1979-05-23,4,3,N,No,3674
954,Alain,Immins,1995-02-28,3,3,N,Yes,1515
955,Teresina,Gibbie,1989-10-01,10,3,N,Yes,2790
956,Ezechiel,Pettecrew,1960-09-26,3,3,N,Yes,3993
957,Jamima,Gannan,1994-08-20,3,2,N,Yes,3737
958,Kristofor,Saulter,1964-01-14,10,1,N,No,1151
959,Katharina,Jennins,1986-10-26,4,2,N,Yes,3271
960,Lannie,Crumley,1968-10-10,10,3,N,Yes,3735
961,Rosamund,Shelton,1986-08-10,8,3,N,No,2880
962,Granger,Tuftin,1977-09-07,4,1,N,Yes,1279
963,Valery,Haresign,1968-07-28,4,1,N,Yes,1327
964,Rhetta,Grellier,1994-01-24,8,1,N,No,472
965,Meggie,Whitchurch,1997-06-18,2,1,N,Yes,2887
966,Krystyna,Linning,1978-11-05,2,1,N,Yes,2541
967,April,Causon,1999-10-04,3,2,N,Yes,1638
968,Wayne,Woodfin,1955-06-16,7,1,N,Yes,946
969,Jo,Mallinar,1978-09-19,10,1,N,Yes,3504
970,Kellyann,Hawton,1980-06-26,8,1,N,Yes,407
971,Sarge,Lerohan,1988-10-25,3,1,N,No,2354
972,Dena,Crewdson,1981-07-23,2,3,N,Yes,3649
973,Annabella,Hebron,1979-08-02,10,1,N,No,3231
974,Mellicent,Dollin,1991-06-07,4,3,N,Yes,2399
975,Goldarina,Rzehorz,,7,3,N,No,3880
976,Andonis,Slimmon,1971-10-21,8,2,N,No,2923
977,Olga,Dyke,1959-11-30,4,1,N,Yes,886
978,Erena,Escalero,1982-01-31,4,1,N,No,3284
979,Kayla,Falkingham,1959-12-25,3,1,N,No,1624
980,Max,Gronaver,1978-01-23,10,3,N,No,3625
981,Bud,Smittoune,1973-02-19,2,3,N,No,2111
982,Tibold,Bonwell,1960-02-12,10,1,N,Yes,1660
983,Shaylyn,Riggs,,7,2,N,No,1907
984,Luciano,Weddup,1954-03-25,3,2,N,No,3353
985,Aryn,O'Halloran,1970-09-30,2,1,N,No,838
986,Barnard,Stranks,1994-10-05,3,3,N,Yes,876
987,Lars,Keher,1974-08-29,8,2,N,Yes,2041
988,Andree,Simonato,1981-01-15,3,1,N,No,3049
989,Caralie,Morfett,1982-05-24,8,3,N,No,369
990,Melissa,Purple,1976-04-13,3,3,N,Yes,1359
991,Lenna,Coales,1991-11-29,8,3,N,Yes,1122
992,Cordelia,Hawkeswood,1958-11-25,5,3,N,Yes,1494
993,Reine,Semken,1977-02-18,1,1,N,No,3998
994,Rhetta,Kupker,1977-11-14,6,2,N,Yes,1361
995,Urbano,Mews,1965-11-12,10,3,N,Yes,2912
996,Aura,Bemlott,,7,3,N,Yes,2919
997,Ambros,Kernes,1981-07-03,9,3,N,Yes,2032
998,Petunia,Dufton,1965-12-13,3,2,N,Yes,1419
999,Dido,Leyburn,1988-04-10,4,1,N,No,1424
1000,Paulie,Castelot,1978-08-07,8,3,N,No,861
1001,Finley,Vost,1979-08-27,2,3,N,No,3126
1002,Pacorro,De Clairmont,1978-08-30,4,3,N,Yes,1770
1003,Mariann,O'Geaney,1968-02-03,8,1,N,No,787
1004,Colas,Pumfrett,1975-07-09,7,1,N,No,2900
1005,Kalila,Birtwistle,1967-09-15,7,1,N,Yes,148
1006,Norbert,Gotcher,1977-08-10,9,2,N,Yes,220
1007,Cord,Warriner,1996-06-08,2,3,N,No,1803
1008,Lorry,Booley,1975-11-10,4,3,N,No,1518
1009,Nolie,Orring,1957-05-09,3,1,N,Yes,349
1010,Leighton,Ebbles,1963-01-26,8,2,N,No,2404
1011,Cymbre,Janos,1985-07-19,10,1,N,Yes,225
1012,Anna-diane,Preddle,1955-05-20,4,1,N,Yes,2171
1013,Corissa,Zienkiewicz,1976-09-06,2,1,N,No,2936
1014,Miller,Faloon,1960-10-14,5,3,N,Yes,2471
1015,Toiboid,Sorrel,1955-04-01,10,3,N,No,2571
1016,Adrian,Prettyjohns,1959-08-12,7,3,N,Yes,3063
1017,Jacquenette,Pluthero,1979-01-09,6,1,N,No,3462
1018,Matthiew,Ferreras,1994-11-27,3,3,N,Yes,3485
1019,Ignazio,Milby,1973-11-19,3,3,N,Yes,654
1020,Natala,Thorndale,1975-11-10,7,2,N,No,994
1021,Elvis,Rixon,1977-10-02,2,1,N,No,1114
1022,Suzann,Wilks,1990-03-04,8,2,N,Yes,3396
1023,Iseabal,Fullbrook,1991-07-23,8,2,N,Yes,3911
1024,Rhodia,D'Onise,1992-06-05,10,1,N,Yes,3391
1025,Ario,Jeromson,1997-07-30,7,3,N,Yes,165
1026,Vernon,Hakking,1994-07-29,8,2,N,No,3248
1027,Rolando,Sherewood,1966-10-07,8,2,N,No,3332
1028,Thorn,Torfin,1999-08-11,4,1,N,No,1719
1029,Forbes,Londors,1997-02-15,4,3,N,No,373
1030,Nariko,Dummigan,1962-05-05,10,3,N,No,2279
1031,Roi,Ogden,1983-09-15,3,3,N,No,2209
1032,Maribelle,Werndly,1978-07-18,4,3,N,Yes,914
1033,Jacob,Claringbold,1995-01-06,4,2,N,Yes,1305
1034,Denney,Cretney,1976-05-12,4,1,N,Yes,2586
1035,Kara-lynn,Doddridge,1976-11-02,2,2,N,Yes,3093
1036,Randene,Ingle,1969-11-28,8,3,N,Yes,3152
1037,Sissie,Rielly,1956-08-08,8,3,N,No,3140
1038,Fraser,Acome,,3,3,N,Yes,2149
1039,Nona,Diamant,1975-03-14,4,1,N,Yes,3603
1040,Jacenta,Wedlock,1975-03-04,10,1,N,No,313
1041,Free,Bonniface,1959-05-25,5,2,N,No,382
1042,Isacco,Woodwind,1976-01-14,3,1,N,Yes,1150
1043,Giorgi,Hurford,1986-10-20,8,3,N,Yes,2508
1044,Frederico,Whilder,,10,1,N,No,2290
1045,Aeriel,Everest,1986-05-08,8,3,N,Yes,1569
1046,Shir,Clevely,1955-07-23,4,2,N,No,1076
1047,Standford,Tanswill,1978-09-03,8,2,N,No,1873
1048,Braden,Lamming,1976-06-08,4,2,N,No,3023
1049,Fraser,Gaenor,1996-03-02,5,3,N,No,3065
1050,Marjie,Ghion,1973-07-29,9,3,N,Yes,2474
1051,Xylia,Lange,1977-09-29,5,1,N,Yes,3669
1052,Dela,Flannigan,1986-02-02,8,1,N,No,3806
1053,Davon,Stanyland,1962-05-20,3,3,N,Yes,3201
1054,Natal,Matiewe,1983-08-09,3,3,N,Yes,3281
1055,Danell,Rose,1988-06-08,3,3,N,No,1585
1056,Kendricks,Markel,1966-12-18,3,2,N,No,3694
1057,Laryssa,Durdle,1969-04-06,10,3,N,No,3875
1058,Gretel,Gionettitti,1987-10-24,2,2,N,Yes,50
1059,Chantal,Plante,1968-02-16,6,1,N,Yes,2730
1060,Vanda,Boadby,1961-11-23,1,2,N,Yes,1901
1061,Anderson,"",1988-11-07,8,3,N,No,1077
1062,Tish,Mowett,1975-09-28,4,3,N,No,1213
1063,Terrence,Geck,1987-03-01,8,2,N,Yes,2198
1064,Thornie,Andrusov,1977-06-13,6,2,N,Yes,3438
1065,Chilton,Ghirigori,1962-06-27,8,3,N,Yes,434
1066,Hailey,Ricciardi,1995-10-06,9,1,N,No,661
1067,Berri,Cotillard,1965-05-17,8,3,N,Yes,1902
1068,Frazer,Searston,1995-03-21,10,3,N,Yes,683
1069,Reese,Titterington,1976-04-15,9,3,N,No,216
1070,Albert,Gomery,1995-06-04,4,3,N,No,2445
1071,Chrisy,Miranda,1986-12-29,2,1,N,No,1617
1072,Curt,Petrello,1957-06-01,8,1,N,Yes,1544
1073,Elbertina,Donne,1980-02-25,4,2,N,Yes,3147
1074,Griswold,Juett,1974-07-14,4,1,N,Yes,2375
1075,Cullin,Elcoate,1967-07-25,3,1,N,No,1307
1076,Siegfried,Trattles,2000-06-06,10,2,N,No,2568
1077,Sheba,Este,1955-10-11,9,3,N,Yes,2847
1078,Abe,Pilley,1976-06-05,3,3,N,No,3369
1079,Dennie,L' Anglois,1978-01-03,3,3,N,No,784
1080,Monah,Talbot,1999-12-26,5,3,N,Yes,2246
1081,Marga,Cradduck,1985-10-21,10,3,N,No,2452
1082,Guinevere,Kelby,,8,3,N,Yes,905
1083,Chadd,Fowlds,1996-08-07,4,2,N,No,1550
1084,Serena,Jagson,1994-05-18,2,2,N,No,565
1085,Lucho,Strafen,1975-09-12,10,3,N,No,308
1086,Ezechiel,Parnall,1989-06-21,5,3,N,Yes,2461
1087,Lian,Madrell,1979-09-18,8,3,N,Yes,2043
1088,Andy,Polgreen,1989-07-21,4,1,N,Yes,742
1089,Korney,Hess,1988-09-17,5,2,N,No,292
1090,Lorettalorna,"",1975-07-15,9,2,N,No,3523
1091,Keith,Housden,1980-04-15,10,3,N,No,3978
1092,Katlin,Creddon,1935-08-22,2,3,N,No,629
1093,Clarita,Penright,1996-09-13,4,2,N,No,3355
1094,Shaughn,Salters,1975-12-27,10,1,N,No,1766
1095,Emelda,Gerler,1958-08-29,10,3,N,No,3104
1096,Jakie,Mungham,1969-11-29,10,1,N,No,171
1097,Gwenora,Grabbam,1968-01-31,8,3,N,Yes,807
1098,Maure,Crow,1989-02-01,8,3,N,Yes,3729
1099,Jarrett,Maffia,1975-01-13,3,2,N,Yes,2270
1100,Cord,Braundt,1983-01-02,3,3,N,No,3688
1101,Haily,McWilliams,1968-12-22,4,3,N,No,3656
1102,Stephana,Puzey,1976-08-17,3,2,N,No,3696
1103,Glynnis,Sailor,1978-01-30,8,1,N,Yes,1272
1104,Jewelle,Pincott,1959-12-31,2,3,N,No,2544
1105,Sherman,McCusker,1990-02-10,4,3,N,No,3043
1106,Sibyl,Bigmore,1962-12-17,2,3,N,No,1245
1107,Maridel,Whitby,1974-07-17,10,1,N,No,1427
1108,Ginnie,Farriar,1962-03-06,10,3,N,No,2645
1109,Nestor,Billingsley,1989-09-01,6,1,N,No,453
1110,Lazar,Cherryman,1991-03-17,2,1,N,No,243
1111,Zach,Maynard,1960-03-04,4,1,N,Yes,1147
1112,Jarrett,Chiplin,1981-05-22,4,3,N,Yes,853
1113,Dorie,Willock,1992-06-24,5,3,N,No,331
1114,Evonne,Southan,1976-06-03,2,3,N,No,3953
1115,Merola,Stutard,1970-01-18,4,1,N,Yes,1028
1116,Tori,Coche,1974-06-26,10,3,N,Yes,2996
1117,Georgena,Guilaem,1975-12-01,4,2,N,No,597
1118,Colline,Coulman,1975-12-19,2,3,N,Yes,3137
1119,Lemmy,Bennit,1976-10-09,6,3,N,Yes,1833
1120,Jacquelyn,Rowlinson,1980-08-31,2,2,N,No,977
1121,Dione,Raithby,1984-01-21,10,3,N,Yes,2316
1122,Gerladina,Carney,1985-12-19,4,3,N,No,1364
1123,Dominick,Downey,1962-06-18,5,3,N,No,1545
1124,Eben,Threader,1965-02-03,10,2,N,Yes,392
1125,Raff,Everley,1990-01-19,7,2,N,No,1552
1126,Atlante,Sonley,1973-09-27,4,3,N,No,2647
1127,Elly,Ormshaw,1991-02-27,8,3,N,No,2788
1128,Kirsten,Longman,1992-04-12,8,3,N,Yes,3660
1129,Hercule,"",1977-06-29,6,3,N,Yes,3050
1130,Juli,Prine,1964-12-06,4,3,N,No,1255
1131,Sigmund,Barkworth,1956-08-07,4,3,N,No,2525
1132,Coriss,Darkott,1985-08-01,8,2,N,Yes,116
1133,Forrester,McFetridge,1968-01-26,3,2,N,No,2096
1134,Sullivan,Scullion,1994-09-30,8,2,N,No,1118
1135,Mireielle,Avrasin,1980-05-03,8,3,N,Yes,3570
1136,Ivan,Blackhall,1977-08-31,5,1,N,No,800
1137,Jermayne,Hryniewicki,1977-07-03,4,3,N,No,2906
1138,Elli,Loxdale,1991-09-21,2,3,N,Yes,2131
1139,Shellysheldon,Wickey,1982-09-15,3,3,N,Yes,645
1140,Deana,Rathbourne,1986-02-25,4,3,N,Yes,2138
1141,Shannah,Gritsaev,1981-09-19,8,1,N,Yes,2552
1142,Michal,Paiton,1998-05-07,9,3,N,No,272
1143,Goraud,Boissieux,1955-03-06,10,3,N,Yes,3292
1144,Damon,Phelip,1996-12-12,10,1,N,Yes,2210
1145,Korella,Begin,1965-09-26,5,3,N,Yes,2781
1146,Hadleigh,Birley,1992-08-31,8,1,N,No,2248
1147,Tate,Studholme,1968-07-09,6,1,N,Yes,2524
1148,Inigo,Ojeda,1987-09-28,8,1,N,No,1642
1149,Ki,Odo,1967-09-30,4,2,N,Yes,947
1150,Bernelle,Warwick,1975-09-26,8,3,N,Yes,337
1151,Brena,Amburgy,1965-04-06,1,1,N,Yes,948
1152,Humfrid,Ducket,1998-06-23,8,3,N,Yes,32
1153,Mirilla,Lothlorien,1995-01-17,10,3,N,Yes,740
1154,Chase,Youd,1974-11-24,10,3,N,Yes,2223
1155,Janetta,Hartrick,1994-01-15,5,3,N,Yes,3038
1156,Breena,Risebrow,1997-10-16,1,3,N,Yes,1535
1157,Saunder,Camerati,1974-04-03,10,2,N,Yes,2891
1158,Butch,Geertje,1985-02-17,4,3,N,Yes,294
1159,Elbert,Bridgement,1993-01-28,6,3,N,No,3546
1160,Trisha,Nisuis,1965-04-08,7,2,N,No,3557
1161,Sibylle,Cutsforth,1977-01-14,2,3,N,No,3802
1162,Ambrose,Raiston,1990-04-13,4,3,N,Yes,65
1163,Manolo,Dwire,1981-11-13,8,1,N,Yes,3205
1164,Gilligan,Mowat,1977-01-09,10,3,N,Yes,2242
1165,Fanni,Wakelin,1993-06-23,8,1,N,No,1198
1166,Fannie,Devil,1972-12-05,10,2,N,No,1783
1167,Elberta,Crickett,1996-06-03,10,3,N,No,2256
1168,Iosep,Shaddick,1965-02-16,10,2,N,No,3425
1169,Kessiah,Corden,1967-08-09,8,3,N,Yes,2620
1170,Lari,Rotte,1964-11-30,7,3,N,Yes,2227
1171,Ilise,Solloway,1971-08-15,4,2,N,Yes,3617
1172,Smith,Babbs,1974-04-12,4,3,N,Yes,3304
1173,Gertie,Chaim,1978-03-02,2,1,N,No,1005
1174,Shellysheldon,Gooderridge,,7,3,N,No,1459
1175,Paige,Hodgin,1985-09-22,4,3,N,No,734
1176,Celia,Dockerty,1976-01-16,4,2,N,Yes,2841
1177,Bobbette,Pozzi,1953-08-31,10,2,N,Yes,3975
1178,Angelo,Byne,1970-05-26,10,3,N,No,2681
1179,Kerry,Pashenkov,1988-08-15,8,1,N,Yes,3758
1180,Gaye,Quickenden,1975-08-17,8,2,N,No,1463
1181,Brita,Plant,1978-06-06,1,3,N,No,2093
1182,Carolann,Ottiwill,1975-01-11,7,3,N,Yes,305
1183,Joe,Shalliker,1958-11-14,4,2,N,No,1084
1184,Auberta,Teodori,1968-10-07,10,3,N,No,2214
1185,Xena,Rossbrooke,2000-07-23,4,3,N,Yes,541
1186,Brantley,Cecchi,1977-05-28,3,2,N,Yes,1981
1187,Antonino,Hogben,1998-10-21,8,3,N,No,1127
1188,Sally,Cominoli,1984-02-23,4,2,N,Yes,2564
1189,Mart,Bazoche,1988-08-29,10,1,N,Yes,2622
1190,Sib,Gilby,1968-09-07,8,2,N,Yes,1055
1191,Merrielle,Vegas,1996-05-22,4,3,N,Yes,3799
1192,Hollyanne,McCarter,1969-12-12,3,3,N,No,2146
1193,Quintus,Whear,1986-01-21,2,1,N,No,3277
1194,Audry,Scurrey,1992-03-25,9,2,N,No,3779
1195,Ally,Folliott,1978-03-22,9,3,N,No,999
1196,Phillie,Bradforth,1998-03-19,10,3,N,No,604
1197,Isobel,Lampett,1997-10-16,8,1,N,Yes,187
1198,Alina,Rickson,1973-09-30,2,1,N,No,3095
1199,Ludovico,Bertot,1958-06-14,8,2,N,Yes,3697
1200,Hedda,Lathom,1974-04-30,6,1,N,No,278
1201,Stephani,Mellhuish,1955-11-28,3,3,N,No,3003
1202,Rollie,"",1992-02-26,2,3,N,Yes,3144
1203,Claresta,Carnier,1988-05-06,10,2,N,No,2095
1204,Trudy,Huffy,1971-03-24,3,2,N,Yes,696
1205,Barton,Baudts,1978-06-05,3,2,N,No,1855
1206,Lucina,Metcalf,1978-05-07,8,3,N,No,1110
1207,Mabel,Marousek,1997-09-25,10,3,N,No,3994
1208,Lira,Durn,1983-12-26,8,3,N,No,2479
1209,Jacky,Jerosch,1977-09-06,5,1,N,Yes,3704
1210,Shandie,Sprigg,,7,3,N,No,3282
1211,Gunar,Petasch,1978-07-23,8,2,N,Yes,3185
1212,Cindy,Freeborn,1968-10-24,5,2,N,No,1189
1213,Matthieu,Schruur,1973-10-21,4,1,N,No,2394
1214,Martino,Shalcros,1989-05-01,5,1,N,No,143
1215,Dyann,Turbard,1967-02-26,3,3,N,No,448
1216,Frank,Vallerine,1959-06-25,9,2,N,Yes,3718
1217,Dulcinea,Janssen,1968-08-19,3,1,N,No,160
1218,Marlie,Lister,1982-01-09,4,3,N,Yes,2291
1219,Kaine,Parkeson,1971-11-04,8,3,N,No,3734
1220,Paulie,Akerman,1987-06-08,4,1,N,No,3869
1221,Byrom,Draisey,1995-09-25,10,1,N,Yes,4
1222,Barbey,Ville,1970-11-01,5,3,N,No,848
1223,Kristyn,"",1965-01-05,3,3,N,Yes,2772
1224,Aundrea,Reisenberg,1977-04-04,3,3,N,No,1162
1225,Arte,Witchell,1988-01-22,10,3,N,Yes,2444
1226,Constantia,Sirr,1981-03-16,10,3,N,Yes,523
1227,Carlina,Pencot,1989-09-30,7,2,N,Yes,986
1278,Betsy,Schruurs,1998-11-15,10,2,N,No,1857
1228,Marti,Bisterfeld,1962-04-27,8,2,N,No,615
1229,Sebastian,Trass,2000-01-08,3,2,N,Yes,522
1230,Eben,Powley,1985-07-24,8,3,N,Yes,1795
1231,Aloisia,Shawel,1973-07-28,10,2,N,No,1391
1232,Stillmann,Wilfling,1959-09-12,5,2,N,No,3422
1233,Keeley,Hawsby,1978-07-07,2,2,N,Yes,2447
1234,Rancell,Yven,1965-04-19,4,3,N,No,1536
1235,Sharon,Cranage,1969-02-28,10,3,N,No,746
1236,Bryanty,Megarrell,1974-05-21,8,1,N,Yes,1259
1237,Junia,Humerstone,1969-12-31,10,1,N,No,3254
1238,Steward,Beedham,1978-06-01,4,2,N,Yes,2175
1239,Carroll,Cobbin,1978-02-28,4,3,N,Yes,2030
1240,Pen,Earey,1965-05-13,3,3,N,Yes,56
1241,Lolly,Junkison,1986-03-22,10,2,N,Yes,2067
1242,Bartholomeo,Meeke,1973-02-04,5,1,N,Yes,311
1243,Robbert,Blakey,1953-08-09,2,3,N,No,2285
1244,Glenn,Tinham,,8,3,N,Yes,2302
1245,Erin,Shawell,1994-05-31,3,2,N,No,2381
1246,Ibrahim,Wibrew,1993-08-10,4,1,N,No,169
1247,Hildagarde,Eyrl,1960-10-05,6,2,N,No,3087
1248,Genia,Bartel,1963-12-18,4,2,N,Yes,2771
1249,Tabb,McKeowon,1967-10-31,9,3,N,No,1336
1250,Jacklyn,Kewley,2001-11-02,3,3,N,No,1788
1251,Codie,Arnecke,1997-10-01,5,3,N,No,2555
1252,Les,Ellwood,1965-01-16,3,3,N,Yes,2739
1253,Mahalia,"",1996-08-19,3,3,N,No,3382
1254,Quillan,McDuffie,1958-12-18,2,3,N,Yes,3757
1255,Erhart,Glazebrook,1982-05-20,10,2,N,No,471
1256,Granny,Lukes,1986-05-11,10,1,N,No,1183
1257,Prentiss,MacVicar,1972-06-19,5,2,N,Yes,2432
1258,Nefen,Ferriere,1978-04-21,3,3,N,No,3190
1259,Emmi,Dymock,1973-11-24,8,3,N,No,2235
1260,Fremont,Spawton,1989-10-01,5,3,N,No,139
1261,Candice,Lohde,1971-02-16,3,3,N,No,662
1262,Aindrea,MacConchie,1967-12-07,4,1,N,Yes,1043
1263,Elliot,Posselow,1973-06-16,3,2,N,No,2374
1264,Michail,Heart,1994-02-28,10,3,N,Yes,1393
1265,Kipper,Monck,1987-07-22,5,3,N,Yes,2470
1266,Harry,"",1978-05-02,10,3,N,Yes,3990
1267,Leopold,Dainton,1979-06-03,6,2,N,Yes,2890
1268,Baudoin,McCartney,1989-12-06,8,1,N,Yes,1209
1269,Ravid,Kilgallon,1990-08-25,5,1,N,Yes,1283
1270,Cullen,Langshaw,1983-02-27,8,2,N,No,2062
1271,Jo-anne,Pringer,1994-07-11,9,3,N,Yes,724
1272,Nettie,Bulfit,1985-04-04,3,2,N,No,3180
1273,Hieronymus,Whinray,1974-07-31,8,2,N,Yes,1506
1274,Emmerich,Tinkler,1977-11-16,3,3,N,No,3849
1275,Francisca,Whittek,1966-01-10,10,3,N,Yes,3138
1276,Farrel,Waiting,1964-06-07,10,2,N,No,3910
1277,Elias,Gerrie,1972-12-26,4,3,N,Yes,2527
1279,Burr,Lygoe,1962-08-12,8,3,N,No,2053
1280,Horacio,Peyntue,1978-01-24,3,1,N,Yes,2071
1281,Leighton,Zisneros,1968-07-07,3,2,N,Yes,694
1282,Garald,Pidler,1980-11-15,6,2,N,Yes,837
1283,Tory,Minnette,1994-08-23,10,3,N,No,66
1284,Alexis,Aronov,1976-01-28,6,2,N,No,2895
1285,Tomkin,Fudge,1973-05-23,3,3,N,Yes,2245
1286,Mina,Clawley,1975-06-28,3,1,N,Yes,430
1287,Nicko,Saddleton,1960-10-23,8,3,N,Yes,2178
1288,Abra,Cuardall,1979-10-07,8,2,N,Yes,743
1289,Shelley,Stroyan,1973-07-16,4,3,N,Yes,963
1290,Vassily,Ramalho,1967-08-08,8,1,N,Yes,2933
1291,Warner,Zuker,1980-08-16,10,3,N,No,846
1292,Alice,Backson,1961-06-02,4,2,N,No,3970
1293,Vidovic,Fretson,1980-10-07,7,3,N,No,156
1294,Cari,Worling,1974-09-28,3,3,N,Yes,3966
1295,Irving,Murton,1997-01-25,1,3,N,Yes,1779
1296,Essy,Vondrak,1989-03-11,8,2,N,Yes,1853
1297,Shay,Gimbart,1981-02-12,10,3,N,No,2066
1298,Guglielmo,Yele,1974-04-06,10,3,N,No,1140
1299,Maddy,Aiskovitch,1977-01-17,4,2,N,No,3498
1300,Sisely,Strelitzer,1991-03-10,8,2,N,Yes,1008
1301,Trix,"",1991-11-25,10,3,N,No,3823
1302,Ericka,Eggers,1998-05-03,8,2,N,Yes,962
1303,Nollie,Guilliatt,1972-04-27,1,3,N,No,3279
1305,Averil,Gentiry,1970-03-01,8,1,N,Yes,2667
1306,Doyle,Oleksinski,1956-04-12,10,2,N,Yes,1966
1307,Emlyn,Musgrave,1970-09-06,10,1,N,Yes,1666
1308,Andrey,Conre,1976-08-27,4,2,N,Yes,319
1309,Adlai,Fabry,1977-03-22,4,3,N,No,3336
1310,Keane,Leebeter,1986-12-20,3,1,N,Yes,952
1311,Sharona,Cunah,1984-10-06,8,3,N,Yes,641
1312,Magda,Baugh,1994-07-16,10,2,N,No,55
1313,Hughie,Laboune,1986-02-09,5,3,N,No,542
1314,De,Eilhart,1970-02-23,10,3,N,Yes,3064
1315,Ebba,Comport,1973-06-24,7,3,N,Yes,1214
1316,Steven,Castellaccio,1990-03-06,2,1,N,Yes,1517
1317,Barrett,Lindley,1973-01-18,2,3,N,Yes,219
1318,Barbe,Assender,1966-08-17,8,3,N,Yes,182
1319,Trevor,St. Paul,1955-07-18,6,3,N,Yes,921
1320,Fae,"",1983-10-29,3,1,N,Yes,259
1321,Bree,Domenge,1994-07-05,1,2,N,No,3517
1322,Kathye,Christie,2001-10-16,8,3,N,Yes,681
1323,Kristofor,Mockes,1988-04-04,4,1,N,Yes,3933
1324,Randie,Arnowitz,1978-02-22,3,3,N,No,1574
1325,Ty,Belliard,1968-08-25,1,1,N,Yes,3256
1326,Goddard,Tinn,1966-02-23,10,2,N,Yes,3153
1327,Sarita,Khosa,1995-11-25,5,2,N,No,684
1328,Stavro,Gargett,1981-09-02,7,3,N,Yes,2652
1329,Wendy,Randlesome,1989-07-15,4,3,N,No,2658
1330,Gery,Headrick,1985-08-02,4,2,N,No,3852
1331,Edward,Hawkwood,1987-03-24,9,1,N,No,3483
1332,Garek,De la Barre,1978-05-01,4,3,N,Yes,3456
1333,Phillipp,McMonnies,1973-08-23,8,1,N,No,138
1334,Cicily,Jenks,1998-10-23,8,3,N,No,1315
1335,Sibylla,Marlon,1997-08-14,6,3,N,Yes,989
1336,Moise,Inde,1989-03-13,4,3,N,Yes,2345
1337,Damara,Wheatland,1988-03-08,10,3,N,No,1592
1338,Giuseppe,Tezure,1980-11-24,4,1,N,No,2346
1339,Mariam,Guiel,1978-12-09,7,1,N,No,475
1340,Crawford,Dreini,1977-11-05,4,1,N,No,3636
1341,Parry,Rigolle,1986-05-18,8,2,N,No,194
1342,Barnett,Morville,1962-04-11,2,2,N,Yes,1645
1343,Creight,Deery,1979-12-10,10,1,N,No,3521
1344,Renelle,Tutin,1995-11-02,3,3,N,No,2809
1345,Jeth,Marien,1960-09-11,3,3,N,No,2576
1346,Woody,Dowthwaite,1970-06-19,9,3,N,No,400
